sheet_index,project_index,project_acc_bioprj,biosample_acc_sra,run_acc_sra,sampleEnteredBy,collectorList,materialSampleID,genus,specificEpithet,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,georeferenceProtocol,habitat,microHabitat,environmentalMedium,yearCollected,monthCollected,dayCollected,establishmentMeans,permitInformation,associatedReferences,preservative,derivedGeneticDataType,derivedGeneticDataURI,derivedGeneticDataFormat,derivedGeneticDataFilename,derivedGeneticDataRemarks,phylum,class,order,family,colloquialName,nomenclaturalCode,scientificNameID,infraspecies,lifeStage,sex,otherCatalogNumbers,associatedMedia,samplingProtocol,tissueType,continentOcean,island,maximumDepthInMeters,maximumElevationInMeters,minimumDepthInMeters,minimumElevationInMeters,stateProvince,landOwner,library_selection_sra,library_strat_sra,read_type_sra,sequencing_platform,instrument_model,study_acc_sra,experiment_acc_sra,package_biosamp,dataset_id
0001,M0066,PRJNA563695,SAMN12685932,SRR10062055,Sofia Beskid,Michelle Stuart,APCL13_528_L0666,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,2,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795756,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0047,M0066,PRJNA563695,SAMN12686206,SRR10062413,Sofia Beskid,Michelle Stuart,APCL14_014_L0984,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,10,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796061,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0048,M0066,PRJNA563695,SAMN12685842,SRR10061483,Sofia Beskid,Michelle Stuart,APCL13_049_L0419,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,23,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795656,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0049,M0066,PRJNA563695,SAMN12686598,SRR10061611,Sofia Beskid,Michelle Stuart,APCL12_060_L2413,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,9,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795528,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0050,M0066,PRJNA563695,SAMN12686530,SRR10061686,Sofia Beskid,Michelle Stuart,APCL12_281_L2324,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795453,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0051,M0066,PRJNA563695,SAMN12747088,SRR10118433,Sofia Beskid,Michelle Stuart,APCL16_325_L5076,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847912,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0052,M0066,PRJNA563695,SAMN12746770,SRR10118033,Sofia Beskid,Michelle Stuart,APCL18_546_L4045,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,24,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847640,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0053,M0066,PRJNA563695,SAMN12686238,SRR10062378,Sofia Beskid,Michelle Stuart,APCL14_435_L1022,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,24,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796096,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0054,M0066,PRJNA563695,SAMN12742643,SRR10114547,Sofia Beskid,Michelle Stuart,APCL15_407401_L2812,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844028,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0055,M0066,PRJNA563695,SAMN12742669,SRR10114519,Sofia Beskid,Michelle Stuart,APCL15_147_L2840,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844056,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0056,M0066,PRJNA563695,SAMN12742743,SRR10114436,Sofia Beskid,Michelle Stuart,APCL15_403866_L2920,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844139,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0057,M0066,PRJNA563695,SAMN12743148,SRR10115270,Sofia Beskid,Michelle Stuart,APCL16_068_L3630,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844640,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0058,M0066,PRJNA563695,SAMN12742980,SRR10114864,Sofia Beskid,Michelle Stuart,APCL17_145_L3333,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,20,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844383,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0059,M0066,PRJNA563695,SAMN12747226,SRR10118280,Sofia Beskid,Michelle Stuart,APCL16_517_L5225,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,3,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848065,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0060,M0066,PRJNA563695,SAMN12743011,SRR10114759,Sofia Beskid,Michelle Stuart,APCL16_800_L3365,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,15,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844488,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0061,M0066,PRJNA563695,SAMN12686165,SRR10061796,Sofia Beskid,Michelle Stuart,APCL14_255_L0933,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,22,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796015,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0062,M0066,PRJNA563695,SAMN12746734,SRR10118073,Sofia Beskid,Michelle Stuart,APCL18_505_L4009,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,22,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847600,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0063,M0066,PRJNA563695,SAMN12747459,SRR10118586,Sofia Beskid,Michelle Stuart,APCL17_341_L5480,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848306,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0064,M0066,PRJNA563695,SAMN12686687,SRR10061512,Sofia Beskid,Michelle Stuart,APCL14_427_L2539,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,24,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795627,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0065,M0066,PRJNA563695,SAMN12742848,SRR10114992,Sofia Beskid,Michelle Stuart,APCL15_098_L3069,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844255,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0066,M0066,PRJNA563695,SAMN12686414,SRR10062182,Sofia Beskid,Michelle Stuart,APCL12_050_L1757,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,8,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796292,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0067,M0066,PRJNA563695,SAMN12686183,SRR10062440,Sofia Beskid,Michelle Stuart,APCL14_152_L0955,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,16,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796034,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0068,M0066,PRJNA563695,SAMN12685847,SRR10061477,Sofia Beskid,Michelle Stuart,APCL13_109_L0428,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,25,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795662,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0069,M0066,PRJNA563695,SAMN12685977,SRR10062005,Sofia Beskid,Michelle Stuart,APCL14_120_L0711,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,16,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795806,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0070,M0066,PRJNA563695,SAMN12747071,SRR10118451,Sofia Beskid,Michelle Stuart,APCL16_297_L5059,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,27,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847894,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0071,M0066,PRJNA563695,SAMN12685713,SRR10061605,Sofia Beskid,Michelle Stuart,APCL13_229_L0264,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,27,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795534,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0072,M0066,PRJNA563695,SAMN12747443,SRR10118756,Sofia Beskid,Michelle Stuart,APCL17_314_L5464,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848136,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0073,M0066,PRJNA563695,SAMN12746737,SRR10118069,Sofia Beskid,Michelle Stuart,APCL18_508_L4012,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,22,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847604,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0074,M0066,PRJNA563695,SAMN12747097,SRR10118423,Sofia Beskid,Michelle Stuart,APCL16_338_L5085,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847922,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0075,M0066,PRJNA563695,SAMN12743202,SRR10114802,Sofia Beskid,Michelle Stuart,APCL16_674_L3718,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,6,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844445,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0076,M0066,PRJNA563695,SAMN12686218,SRR10062400,Sofia Beskid,Michelle Stuart,APCL14_228_L0997,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796074,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0077,M0066,PRJNA563695,SAMN12686320,SRR10062287,Sofia Beskid,Michelle Stuart,APCL13_579_L1221,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,3,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796187,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0078,M0066,PRJNA563695,SAMN12746984,SRR10118548,Sofia Beskid,Michelle Stuart,APCL16_194_L4967,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,19,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847797,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0079,M0066,PRJNA563695,SAMN12685978,SRR10062004,Sofia Beskid,Michelle Stuart,APCL14_244_L0712,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795807,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0080,M0066,PRJNA563695,SAMN12746751,SRR10118054,Sofia Beskid,Michelle Stuart,APCL18_523_L4026,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,23,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847619,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0081,M0066,PRJNA563695,SAMN12742728,SRR10114453,Sofia Beskid,Michelle Stuart,APCL15_404371_L2905,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844122,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0082,M0066,PRJNA563695,SAMN12742759,SRR10114419,Sofia Beskid,Michelle Stuart,APCL15_375526_L2938,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844156,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0083,M0066,PRJNA563695,SAMN12685728,SRR10062042,Sofia Beskid,Michelle Stuart,APCL13_247_L0280,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,27,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795769,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0084,M0066,PRJNA563695,SAMN12742655,SRR10114534,Sofia Beskid,Michelle Stuart,APCL15_374990_L2826,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844041,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0085,M0066,PRJNA563695,SAMN12686394,SRR10062205,Sofia Beskid,Michelle Stuart,APCL14_191_L1333,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,17,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796269,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0086,M0066,PRJNA563695,SAMN12742838,SRR10115003,Sofia Beskid,Michelle Stuart,APCL15_375516_L3057,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844244,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0087,M0066,PRJNA563695,SAMN12747322,SRR10118720,Sofia Beskid,Michelle Stuart,APCL16_639_L5327,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,6,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848172,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0088,M0066,PRJNA563695,SAMN12747538,SRR10118161,Sofia Beskid,Michelle Stuart,APCL17_390_L5598,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,6,3,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847512,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0089,M0066,PRJNA563695,SAMN12746838,SRR10118237,Sofia Beskid,Michelle Stuart,APCL17_173_L4410,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,21,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847436,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0090,M0066,PRJNA563695,SAMN12686702,SRR10061496,Sofia Beskid,Michelle Stuart,APCL12_155_L2568,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,10,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795643,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0091,M0066,PRJNA563695,SAMN12686599,SRR10061610,Sofia Beskid,Michelle Stuart,APCL12_061_L2414,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,9,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795529,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0092,M0066,PRJNA563695,SAMN12686462,SRR10062130,Sofia Beskid,Michelle Stuart,APCL12_209_L2228,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,11,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796344,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
0093,M0066,PRJNA563695,SAMN12742648,SRR10114542,Sofia Beskid,Michelle Stuart,APCL15_374017_L2817,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844033,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
