"sheet_index","project_index","project_acc_bioprj","biosample_acc_sra","run_acc_sra","sampleEnteredBy","collectorList","materialSampleID","genus","specificEpithet","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","country","georeferenceProtocol","habitat","microHabitat","environmentalMedium","yearCollected","monthCollected","dayCollected","establishmentMeans","permitInformation","associatedReferences","preservative","derivedGeneticDataType","derivedGeneticDataURI","derivedGeneticDataFormat","derivedGeneticDataFilename","derivedGeneticDataRemarks","phylum","class","order","family","colloquialName","nomenclaturalCode","scientificNameID","infraspecies","lifeStage","sex","otherCatalogNumbers","associatedMedia","samplingProtocol","tissueType","continentOcean","island","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","stateProvince","landOwner","library_selection_sra","library_strat_sra","read_type_sra","sequencing_platform","instrument_model","study_acc_sra","experiment_acc_sra","package_biosamp","dataset_id","ligation_id.x","sample_id.x","site.x","date_time.x","gps.x","year.x","month.x","day.x","hour.x","minute.x","lat.x","lon.x","ligation_id.y","sample_id.y","site.y","date_time.y","gps.y","year.y","month.y","day.y","hour.y","minute.y","lat.y","lon.y"
29,"M0066","PRJNA563695","SAMN12685963","SRR10062021","Sofia Beskid","Michelle Stuart","APCL13_654_L0697","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795790","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0697","APCL13_654","N. Magbangon",2013-06-04 08:27:30,1,2013,6,4,8,27,10.86112575,124.721478,"L0697","APCL13_654","N. Magbangon",2013-06-04 08:27:30,1,2013,6,4,8,27,10.86112575,124.721478
30,"M0066","PRJNA563695","SAMN12742522","SRR10114681","Sofia Beskid","Michelle Stuart","APCL15_355903_L2681","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6843894","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2681","APCL15_355903","Haina",2015-06-09 06:50:00,3,2015,6,9,6,50,10.6409585313,124.782799019,"L2681","APCL15_355903","Haina",2015-06-09 06:50:00,3,2015,6,9,6,50,10.6409585313,124.782799019
31,"M0066","PRJNA563695","SAMN12686075","SRR10061896","Sofia Beskid","Michelle Stuart","APCL14_443_L0815","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795915","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0815","APCL14_443","Wangag",2014-06-24 06:28:00,1,2014,6,24,6,28,10.8715025,124.71411425,"L0815","APCL14_443","Wangag",2014-06-24 06:28:00,1,2014,6,24,6,28,10.8715025,124.71411425
32,"M0066","PRJNA563695","SAMN12685718","SRR10061481","Sofia Beskid","Michelle Stuart","APCL13_237_L0270","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795658","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0270","APCL13_237","Palanas",2013-05-27 06:24:15,1,2013,5,27,6,24,10.874446,124.71062325,"L0270","APCL13_237","Palanas",2013-05-27 06:24:15,1,2013,5,27,6,24,10.874446,124.71062325
33,"M0066","PRJNA563695","SAMN12747054","SRR10118471","Sofia Beskid","Michelle Stuart","APCL16_277_L5041","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847874","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5041","APCL16_277","Hicgop South",2016-05-25 07:22:00,3,2016,5,25,7,22,10.81116889605,124.764632962175,"L5041","APCL16_277","Hicgop South",2016-05-25 07:22:00,3,2016,5,25,7,22,10.81116889605,124.764632962175
34,"M0066","PRJNA563695","SAMN12743191","SRR10114814","Sofia Beskid","Michelle Stuart","APCL16_045_L3707","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844433","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3707","APCL16_045","Palanas",2016-05-13 03:19:00,3,2016,5,13,3,19,10.874094692975,124.71068267475,"L3707","APCL16_045","Palanas",2016-05-13 03:19:00,3,2016,5,13,3,19,10.874094692975,124.71068267475
35,"M0066","PRJNA563695","SAMN12686215","SRR10062403","Sofia Beskid","Michelle Stuart","APCL14_188_L0993","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796071","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0993","APCL14_188","Palanas",2014-06-17 06:09:00,1,2014,6,17,6,9,10.873879,124.710666,"L0993","APCL14_188","Palanas",2014-06-17 06:09:00,1,2014,6,17,6,9,10.873879,124.710666
36,"M0066","PRJNA563695","SAMN12747174","SRR10118337","Sofia Beskid","Michelle Stuart","APCL16_038_L5169","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848008","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5169","APCL16_038","Palanas",2016-05-13 03:07:00,3,2016,5,13,3,7,10.8741834783,124.7107418091,"L5169","APCL16_038","Palanas",2016-05-13 03:07:00,3,2016,5,13,3,7,10.8741834783,124.7107418091
37,"M0066","PRJNA563695","SAMN12742632","SRR10114559","Sofia Beskid","Michelle Stuart","APCL15_372956_L2801","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844016","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2801","APCL15_372956","Palanas",2015-05-29 06:15:00,3,2015,5,29,6,15,10.874248459,124.71081810535,"L2801","APCL15_372956","Palanas",2015-05-29 06:15:00,3,2015,5,29,6,15,10.874248459,124.71081810535
38,"M0066","PRJNA563695","SAMN12747343","SRR10118697","Sofia Beskid","Michelle Stuart","APCL16_665_L5350","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848195","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5350","APCL16_665","N. Magbangon",2016-06-06 05:09:00,4,2016,6,6,5,9,10.8609729493,124.7218858427,"L5350","APCL16_665","N. Magbangon",2016-06-06 05:09:00,4,2016,6,6,5,9,10.8609729493,124.7218858427
39,"M0066","PRJNA563695","SAMN12747350","SRR10118689","Sofia Beskid","Michelle Stuart","APCL16_673_L5358","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848203","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5358","APCL16_673","N. Magbangon",2016-06-06 05:40:00,4,2016,6,6,5,40,10.861020872825,124.721794459025,"L5358","APCL16_673","N. Magbangon",2016-06-06 05:40:00,4,2016,6,6,5,40,10.861020872825,124.721794459025
40,"M0066","PRJNA563695","SAMN12742971","SRR10114874","Sofia Beskid","Michelle Stuart","APCL17_130_L3323","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844373","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3323","APCL17_130","Palanas",2017-05-19 05:48:00,5,2017,5,19,5,48,10.8737767255,124.71082307165,"L3323","APCL17_130","Palanas",2017-05-19 05:48:00,5,2017,5,19,5,48,10.8737767255,124.71082307165
41,"M0066","PRJNA563695","SAMN12743086","SRR10115338","Sofia Beskid","Michelle Stuart","APCL17_570_L3551","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844572","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3551","APCL17_570","Haina",2017-06-10 06:25:25,5,2017,6,10,6,25,10.641063493675,124.778641993175,"L3551","APCL17_570","Haina",2017-06-10 06:25:25,5,2017,6,10,6,25,10.641063493675,124.778641993175
42,"M0066","PRJNA563695","SAMN12746952","SRR10117912","Sofia Beskid","Michelle Stuart","APCL17_462_L4934","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847761","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4934","APCL17_462","Sitio Baybayon",2017-06-05 05:50:31,5,2017,6,5,5,50,10.633945937725,124.77677507095,"L4934","APCL17_462","Sitio Baybayon",2017-06-05 05:50:31,5,2017,6,5,5,50,10.633945937725,124.77677507095
43,"M0066","PRJNA563695","SAMN12686590","SRR10061620","Sofia Beskid","Michelle Stuart","APCL14_332_L2399","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795519","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2399","APCL14_332","Wangag",2014-06-24 01:38:00,1,2014,6,24,1,38,10.8714645,124.71404,"L2399","APCL14_332","Wangag",2014-06-24 01:38:00,1,2014,6,24,1,38,10.8714645,124.71404
44,"M0066","PRJNA563695","SAMN12747458","SRR10118590","Sofia Beskid","Michelle Stuart","APCL17_339_L5479","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848302","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5479","APCL17_339","Wangag",2017-05-30 05:36:14,5,2017,5,30,5,36,10.86983142655,124.71589751775,"L5479","APCL17_339","Wangag",2017-05-30 05:36:14,5,2017,5,30,5,36,10.86983142655,124.71589751775
45,"M0066","PRJNA563695","SAMN12686169","SRR10061792","Sofia Beskid","Michelle Stuart","APCL14_461_L0937","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796019","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0937","APCL14_461","N. Magbangon",2014-06-26 02:37:00,1,2014,6,26,2,37,10.86104425,124.721844,"L0937","APCL14_461","N. Magbangon",2014-06-26 02:37:00,1,2014,6,26,2,37,10.86104425,124.721844
46,"M0066","PRJNA563695","SAMN12743021","SRR10114748","Sofia Beskid","Michelle Stuart","APCL16_810_L3375","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844499","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3375","APCL16_810","Cabatoan",2016-06-15 04:55:00,4,2016,6,15,4,55,10.854943867275,124.727751938625,"L3375","APCL16_810","Cabatoan",2016-06-15 04:55:00,4,2016,6,15,4,55,10.854943867275,124.727751938625
47,"M0066","PRJNA563695","SAMN12686206","SRR10062413","Sofia Beskid","Michelle Stuart","APCL14_014_L0984","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796061","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0984","APCL14_014","Poroc San Flower",2014-06-10 02:03:00,1,2014,6,10,2,3,10.7643415,124.785285,"L0984","APCL14_014","Poroc San Flower",2014-06-10 02:03:00,1,2014,6,10,2,3,10.7643415,124.785285
48,"M0066","PRJNA563695","SAMN12685842","SRR10061483","Sofia Beskid","Michelle Stuart","APCL13_049_L0419","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795656","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0419","APCL13_049","Poroc Rose",2013-05-23 05:50:45,1,2013,5,23,5,50,10.756221,124.785645,"L0419","APCL13_049","Poroc Rose",2013-05-23 05:50:45,1,2013,5,23,5,50,10.756221,124.785645
49,"M0066","PRJNA563695","SAMN12686598","SRR10061611","Sofia Beskid","Michelle Stuart","APCL12_060_L2413","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795528","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2413","APCL12_060","Palanas",2012-05-09 01:21:00,1,2012,5,9,1,21,10.8740475,124.71052275,"L2413","APCL12_060","Palanas",2012-05-09 01:21:00,1,2012,5,9,1,21,10.8740475,124.71052275
50,"M0066","PRJNA563695","SAMN12686530","SRR10061686","Sofia Beskid","Michelle Stuart","APCL12_281_L2324","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795453","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2324","APCL12_281","Wangag",2012-05-14 03:57:00,1,2012,5,14,3,57,10.871617,124.71415925,"L2324","APCL12_281","Wangag",2012-05-14 03:57:00,1,2012,5,14,3,57,10.871617,124.71415925
51,"M0066","PRJNA563695","SAMN12747088","SRR10118433","Sofia Beskid","Michelle Stuart","APCL16_325_L5076","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847912","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5076","APCL16_325","N. Magbangon",2016-05-29 03:21:00,3,2016,5,29,3,21,10.8618105948,124.720997067625,"L5076","APCL16_325","N. Magbangon",2016-05-29 03:21:00,3,2016,5,29,3,21,10.8618105948,124.720997067625
52,"M0066","PRJNA563695","SAMN12746770","SRR10118033","Sofia Beskid","Michelle Stuart","APCL18_546_L4045","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847640","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4045","APCL18_546","S. Magbangon",2018-03-24 04:35:00,6,2018,3,24,4,35,10.8572072256333,124.725005971267,"L4045","APCL18_546","S. Magbangon",2018-03-24 04:35:00,6,2018,3,24,4,35,10.8572072256333,124.725005971267
53,"M0066","PRJNA563695","SAMN12686238","SRR10062378","Sofia Beskid","Michelle Stuart","APCL14_435_L1022","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796096","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1022","APCL14_435","Wangag",2014-06-24 05:24:00,1,2014,6,24,5,24,10.871827,124.7138085,"L1022","APCL14_435","Wangag",2014-06-24 05:24:00,1,2014,6,24,5,24,10.871827,124.7138085
54,"M0066","PRJNA563695","SAMN12742643","SRR10114547","Sofia Beskid","Michelle Stuart","APCL15_407401_L2812","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844028","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2812","APCL15_407401","Wangag",2015-05-31 07:06:00,3,2015,5,31,7,6,10.8714411501,124.714041994875,"L2812","APCL15_407401","Wangag",2015-05-31 07:06:00,3,2015,5,31,7,6,10.8714411501,124.714041994875
55,"M0066","PRJNA563695","SAMN12742669","SRR10114519","Sofia Beskid","Michelle Stuart","APCL15_147_L2840","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844056","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2840","APCL15_147","Sitio Baybayon",2015-06-14 01:38:00,3,2015,6,14,1,38,10.633952538475,124.7765854932,"L2840","APCL15_147","Sitio Baybayon",2015-06-14 01:38:00,3,2015,6,14,1,38,10.633952538475,124.7765854932
56,"M0066","PRJNA563695","SAMN12742743","SRR10114436","Sofia Beskid","Michelle Stuart","APCL15_403866_L2920","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844139","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2920","APCL15_403866","Palanas",2015-05-30 07:29:00,3,2015,5,30,7,29,10.873433675125,124.7121404973,"L2920","APCL15_403866","Palanas",2015-05-30 07:29:00,3,2015,5,30,7,29,10.873433675125,124.7121404973
57,"M0066","PRJNA563695","SAMN12743148","SRR10115270","Sofia Beskid","Michelle Stuart","APCL16_068_L3630","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844640","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3630","APCL16_068","Palanas",2016-05-13 07:35:00,3,2016,5,13,7,35,10.873853378,124.710889100125,"L3630","APCL16_068","Palanas",2016-05-13 07:35:00,3,2016,5,13,7,35,10.873853378,124.710889100125
